title,postedAt,description,url,fixedPriceBudget,contractType,tags,hourlyRate
List of real estate agents,4 weeks ago,I am looking for someone to capture emails of a list of 500 real estate agents from realtor.ca and from a specific city.,/jobs/List-real-estate-agents_~013fd12d46bee7657e/?referrer_url_path=/nx/search/jobs,$15.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;P;s;R;l;E",
Virtual Assistant with Cold Email Experience,4 weeks ago,"I'm seeking a virtual assistant to help me with various email marketing tasks. 

Our company serves very specific industries, and we're seeking someone who can: 

- Identify companies and contacts in those industries
- Send personalized emails to those contacts (we use Snov.io)

We might also be interested in finding bulk email lists for this purpose, so if you have experiencing in finding, creating, scraping, etc. high quality lists, please let us know. However, the primary tasks are related to finding prospects and sending emails and email sequences to them. 

If interested, please tell us about your experience with cold email marketing. Thanks for looking!",/jobs/Virtual-Assistant-with-Cold-span-class-highlight-Email-span-Experience_~01f478fdd7d88a16a7/?referrer_url_path=/nx/search/jobs,,Hourly,"E;m;a;i;l; ;C;o;u;n;c;t;,;s;e;r;S;v;L;d;G;V;A",Hourly
Lead generation using a list of domains,4 weeks ago,"Lead generation for 5,000 business emails and 5,000 personal emails, first name, last name, title, from a list of domains and company names that I will provide. The emails need to be confirmed as valid using a tool like neverbounce. Need completed by 4/1.",/jobs/Lead-generation-using-list-domains_~01eb900702c09e67f7/?referrer_url_path=/nx/search/jobs,$100.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;C;l;e;E;y;R;&;o;s;u;m;G;d;L;B",
Find email and linkedin for list of names/company/job title,4 weeks ago,"Please find emails and linkedin for a list of approximately 6-700 people. Names, companies, and job titles provided. Please clean up formatting (it was scrapped from a list).

Must be returned by 5pm Greenwich Mean Time (Noon Eastern Time) 3/27.",/jobs/Find-span-class-highlight-email-span-and-linkedin-for-list-names-company-job-title_~01f62a54454a9f2eb5/?referrer_url_path=/nx/search/jobs,$400.00,Fixed price,"D;a;t; ;C;l;e;n;i;g;,;L;s;B;u;d;G;r;o;E;y",
Data Enrichment Specialist for Contact List,4 weeks ago,"Enrich lead data from  name and business email, getting the leads personal email, personal phone, instagram profile, linkedIn profile and Facebook profile.",/jobs/Data-Enrichment-Specialist-for-Contact-List_~01597d35bc61005ce4/?referrer_url_path=/nx/search/jobs,,Hourly: $7.00 - $7.00,"D;a;t; ;S;c;r;p;i;n;g;,;E;y;M;L;e;d;G;o;s;B;u;l;P",$7.00 - $7.00
Web Research for School District Data,4 weeks ago,"Looking to complete a research project around School Districts across the country that would be  best  to prospect from a lead Gen perspective.  

This project entails looking up school districts from a specific list and researching three specific topics.  These  topics are around fundraiser requests, workflows, and polices.  

A shared Google Sheet will be shared for data to be entered.",/jobs/Web-Research-for-School-District-Data_~01a213ecd340d75c1c/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;E;m;l;o;u;M;k;e;y;x;C;L;d;G;O;R;s;h;B;2;P;I;+;9",Hourly
Website Researcher,4 weeks ago,I'm looking for someone in India with a 91 area code cell to complete an SMS verification to access a website in India for research purposes.  Let me know if you are available for this task.,/jobs/Website-Researcher_~017d7d73769c66d3f2/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;E;m;l;L;s;O;e;R;h;H;u;b;o;d;G;M;P;k;I;N;v;C;+;4",Hourly
Create a Company List,4 weeks ago,"Create a list of startups in the following verticals, with less than $2 Million in funding, formed after 2018, geography in United States and Canada only.  

List should have:

Company Name
Webpage
Crunchbase Page
LinkedIn Page
CEO Name
CEO email 
Total Investment 
Industry (one of the ones below) 

Industries
Advanced Materials, Applied Materials 
Textiles
Advanced Manufacturing
Circular Economy
Carbon Utilization / Capture
Climate Technologies",/jobs/Create-Company-List_~019f73b1b8b6ccd4f9/?referrer_url_path=/nx/search/jobs,$50.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;C;l;e;T;h;&;I;M;u;f;o;s;E;y;k;R;L;d;G;B;+;2",
Instagram Lead Scraper,4 weeks ago,"Responsibilities:

Scrape Instagram profiles and gather lead information according to provided criteria.
Extract data such as usernames, emails, phone numbers, and other relevant details from Instagram profiles.
Utilize web scraping tools and techniques to efficiently collect leads in large volumes.
Clean and organize scraped data to ensure accuracy and consistency.
Transfer scraped leads into a CSV (Comma-Separated Values) file format.
Meet daily quotas for lead generation targets, typically ranging from 1,000 to 2,000 leads per day.
Ensure compliance with Instagram's terms of service and data privacy regulations during the scraping process.
Troubleshoot and resolve any technical issues related to data scraping or CSV formatting.
Communicate regularly with the team to provide updates on lead generation progress and discuss any challenges encountered.
Maintain confidentiality and integrity of scraped data and adhere to company policies regarding data handling and security.
Requirements:

Proficiency in web scraping techniques and tools, with experience in extracting data from social media platforms such as Instagram.
Strong attention to detail and accuracy in collecting and organizing lead information.
Ability to work efficiently under tight deadlines and meet daily quotas for lead generation.
Experience working with CSV files and familiarity with data manipulation using spreadsheet software.
Basic understanding of HTML and web technologies for navigating and extracting data from web pages.
Self-motivated and able to work independently with minimal supervision.
Excellent communication skills and ability to collaborate effectively within a team environment.
Prior experience in lead generation or data scraping roles is preferred but not required.
Willingness to adapt to changes and learn new tools or techniques as needed.
High school diploma or equivalent qualification is sufficient; additional education or training in web scraping or data analytics is a plus.",/jobs/Instagram-Lead-span-class-highlight-Scraper-span_~0174e6f019fe86af2f/?referrer_url_path=/nx/search/jobs,,Hourly: $5.00 - $10.00,"D;a;t; ;S;c;r;p;i;n;g;,;L;s;B;u;l;d;e;G;o;M",$5.00 - $10.00
Lead Generation Listbuilding,4 weeks ago,"Hey! I need data for the following criteria. For reference, I have a podcast booking agency where I help entrepreneurs get booked on podcasts.

Most of my leads are people who have already been on podcasts. Therefore, I'm looking for someone who will be willing to search specific podcasts, see who their guests have been, and give me their specific information

Criteria:
-Podcasts in the: Entrepreneurship, Marketing, Investing, management, and careers categories
-Identify the guests that the podcasts have interviewed.
-I will provide you the name of the podcast to start with
-USA Based podcasts only
-All emails must be verified to NOT bounce

Need the following for each:
-Guest's First name
-Guest's Last Name
-Guest's Email
-Guest's linkedin
-Guest's Instagram
-Guests Facebook
-Name of podcast episode
-Description of podcast episode 

Budget: $15 for complete list of 100 qualified leads.",/jobs/Lead-Generation-Listbuilding_~01f379665b25d317e6/?referrer_url_path=/nx/search/jobs,,Hourly: $3.00 - $7.00,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o",$3.00 - $7.00
Lead Generation for Tree Care Services,4 weeks ago,"We are looking for a skilled professional to assist us with lead generation for our tree care services. The main responsibilities will include contacting commercial property managers and our existing residential clients via email and phone calls in order to generate qualified leads. The ideal candidate should possess the following skills:

- Excellent communication skills
- Sales experience
- Email marketing
- Phone prospecting
- Customer relationship management

This is a small-sized project that is expected to be completed within 1 to 3 months. We require an intermediate level of expertise for this job.",/jobs/Lead-Generation-for-Tree-Care-Services_~01d5edde8f3852cb0c/?referrer_url_path=/nx/search/jobs,,Hourly: $20.00 - $30.00,"D;a;t; ;S;c;r;p;i;n;g;,;E;y;L;e;d;G;o",$20.00 - $30.00
Scrap list of pdfs from website,4 weeks ago,Looking for someone who can scrap a list of pdfs from a website and provide me with the script used.,/jobs/span-class-highlight-Scrap-span-list-pdfs-from-website_~0154995caa12c5e9a8/?referrer_url_path=/nx/search/jobs,$5.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;E;x;o",
Data Entry and Prospect List,4 weeks ago,"We need the contact details for software companies. We need following details...
Company name
Email
Owner name
Phone
Location
We need expert freelancers for this job.",/jobs/Data-Entry-and-Prospect-List_~012998927cd0e69bab/?referrer_url_path=/nx/search/jobs,$5.00,Fixed price,"D;a;t; ;C;l;e;n;i;g;,;M;c;r;o;s;f;E;x;P;p;L;B;u;d;y;G;k;R;h;+;3",
"Lead Lists Supply Chain Managers, Materials Managers, Purchasing Managers",4 weeks ago,"Hello, I would like a quote for all Supply Chain Managers, Materials Managers, Purchasing Managers in the United States that work for a Hospital or a Ambulatory Surgery Center. Need emails, mobile phone, business phone, contact name, contact title, company name, location",/jobs/Lead-Lists-Supply-Chain-Managers-Materials-Managers-Purchasing-Managers_~019cf93a9fdc2ec681/?referrer_url_path=/nx/search/jobs,$500.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;W;e;b;C;l;P;o;s;L;d;G;B;u",
Data Enrichment Specialist for Contact List,4 weeks ago,We are seeking a skilled and detail-oriented Data Enrichment Specialist to enrich an existing 660 contact list with emails and phone numbers. The main responsibility of the specialist will be to gather missing contact information and update the existing list. The specialist will need to ensure accuracy and completeness of the data and deliver the final output in xls format.,/jobs/Data-Enrichment-Specialist-for-Contact-List_~01d2fb5257293e0fda/?referrer_url_path=/nx/search/jobs,$200.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;E;y;M;L;e;d;G;o",
"Generate 50.000 leads (Linkedin URL, Job Title, Employer, E-mail Address, Telephone Number)",4 weeks ago,"1) build a list of at least 300 airlines who are in passenger flights (not cargo) and add 50.000 employee leads to the list

2) fill the list with collumns;
- A; Airline Name
- B; Name
- C; Job position
- D; Linkedin URL
- E; E-mail address
- F; Phone Number

2) Number of employess we would like to see per airlines is minimum around 40 per airline. 
+ Keywords to look for:
- anybody with Chief, or Vice in their title;  (CTO, CEO, CFO, CINO, SVP etc)
- anybody related to tech; ""IT"", ""Product"" or ""API""
- anybody related to ""Baggage Innovation"" or ""Airport Operations"" or ""Customer Experience""
- anybody related to; ""Tech"" ""Innovation"" ""Ancillary"" ""Marketing""
Note: if 40 is not possible for smaller airlines, just skip and move on to the next airline

IMPORTANT
3) validate the email addresses
+ do you have a way of validating the email addresses?
+ (ex; sending them a blank e-mail and see if the e-mail is bounces)",/jobs/Generate-000-leads-Linkedin-URL-Job-Title-Employer-span-class-highlight-span-span-class-highlight-mail-span-Address-Telephone-Number_~016d3162a39aff6df0/?referrer_url_path=/nx/search/jobs,$400.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;A;o;m;e;s;L;B;u;l;d;E;y;P;G;M;f;x;+;2",
$25 per Lead - for finding owner contact details for a list of specific hard to find  sites,4 weeks ago,"*GOAL:* Get the name, address, and phone number of the person in charge of the website.

Those details are not available on the site itself, you'd have to dig in deeper to find those details 

We will pay $25  for each lead with valid details 

you'll need to explain how the data was obtained to ensure it is valid 

*What we won't accept: Generic emails as a solution *

The first 4 sites are listed, you'd have to prove you can find details for one of those to qualify for the job",/jobs/per-Lead-for-finding-owner-contact-details-for-list-specific-hard-find-sites_~01f487cfb0d6e7cd8a/?referrer_url_path=/nx/search/jobs,$350.00,Fixed price,"L;i;s;t; ;B;u;l;d;n;g;,;M;a;r;k;e;R;c;h;P;o;p",
Lead generation expert needed for heavy equipment transport,4 weeks ago,"Hello Lead Generation Specialist,

I am looking for someone to source and generate leads for cold email outreach. 

The company drives heavy duty trucks with 40 foot trailers, known as ‘Hotshots.’ They transport heavy equipment such as generators, forklifts, and other heavy machinery only (no cars). 

These are typically rental companies that need help moving equipment from one place to another, and they need the Hotshot trailers to move them.

I will message you a document and Loom video that outlines with great specificity when we chat.

Could be ongoing for the right person.

Ideally you will have a team of people to help source, scrub, and clean up the list, versus a one person operation.

I look forward to hearing from you,

Brad",/jobs/Lead-generation-expert-needed-for-heavy-equipment-transport_~01ec8364fcb4cc9472/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;E;m;l;M;k;e;C;L;d;G;o;y;P;s;B;u;+;2",Hourly
Marketing,4 weeks ago,I'm good at marketing the products that will promote the company,/jobs/Marketing_~01b9e121feef7d45f9/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;W;e;b;E;m;l;L;s;y;d;G;o;M;x;T;R;h;C;V;u;A;O;B;w;1;-;9;+;7",Hourly
Build a contact list from web research.,4 weeks ago,"The contact list pertains to medical doctors and medical doctors associations and bars in a set list of countries.
The information needed is the name, position, phone number, email address, and a few other set categories. We are looking for emails of contact people, NOT the general info or hello email address.
It is expected to receive between 500 and 600 contacts.

This job may lead to a longer job or an opportunity to hire.
Updated lists are expected on a daily basis.",/jobs/Build-contact-list-from-web-research_~01654a9315abb9909a/?referrer_url_path=/nx/search/jobs,,Hourly: $3.00 - $5.00,"A;I; ;F;a;c;t;-;C;h;e;k;i;n;g;,;O;l;R;s;r;L;B;u;d;o;D;E;y;M;f;x",$3.00 - $5.00
B2B Lead Gen & Prospect List Creation,4 weeks ago,"I need a top lead-gen specialist who can research and find qualified leads for high-end financial copywriting and marketing services for working copywriters.  

I'm looking for marketing directors and copy chiefs at investment newsletters, trading services and wealth management companies who need (1) email campaigns, (2) HTML sales promotions, (3) outbound sales scripts, (4) sales funnels, (5) product launch campaigns, (6) SMS copy, (7) native ad and social media copy, and so on.  

This requires really digging into Linkedin and job boards to find executives who NEED copy.  These leads will then be handed over to an email marketing closer who can set appointments and interact with prospects.

Is this something you can do?  I will provide examples of the types of people I am looking for.",/jobs/B2B-Lead-Gen-Prospect-List-Creation_~01d7f073034af2bfc4/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;C;l;e;o;M;d;L;G;E;y;s;B;u;O;R;h;P;2;+;9",Hourly
List of Potential Customers,4 weeks ago,"We are seeking a motivated and detail-oriented individual to compile a comprehensive list of prospective buyers in the USA who operate Amazon/online/physical stores and are actively purchasing or interested in purchasing Nike Clothing. 

As a Nike Clothing Sales Lead Researcher, you will play a crucial role in identifying wholesalers and retailers within the United States market, gathering key contact information, and organizing the data for our sales team.

Responsibilities:
- Conduct thorough research to identify potential buyers of Nike Clothing within the USA market, focusing on wholesalers and retailers operating through Amazon, online platforms, and physical stores.
- Gather key information about each prospective buyer, including but not limited to company name, contact person's name, email address, phone number, and website.

- Utilize various online resources, databases, and industry publications to compile a comprehensive and up-to-date list of leads.

- Verify the accuracy of contact information and ensure data integrity through regular updates and maintenance.

- Collaborate with the sales and marketing teams to strategize outreach efforts and prioritize leads based on potential business opportunities.
- Provide regular reports and updates on lead generation progress, highlighting any notable findings or trends.

Qualifications:
- Strong research skills with the ability to gather information efficiently and accurately from multiple sources.

- Familiarity with the USA market and understanding of the wholesale and retail landscape, particularly in the apparel industry.

- Prior experience in sales research or lead generation is required.",/jobs/List-Potential-Customers_~01dd636f93b1007752/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;s;B;u;l;M;k;R;h",Hourly
Lead Generation Specialist,4 weeks ago,"We are Looking for experts in leads generation in every industry. We are mainly in need for international leads. 

★B2b Lead Generation
★Geo-targeted Lead
★Business Email List
★Contact List Building
★Qualified Linkedin Leads
★Lead Generation Specialist
★Niche Targeted Email List
★Email List Builder
★Email List Building
★Bulk Email List
★Web Research
★Data Scraping
★Data Mining",/jobs/Lead-Generation-Specialist_~01797a2688eb756cd0/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;P;s;B;u;l;M;k;R;h",Hourly
Need an python email checker,4 weeks ago,"i need a python source code that can bulk check email account to see if they are valid or not such as outlook gmail

we already had that tool and it can work well but it's proxyless
and have imap info for different email provider

we need do an update to add proxy function so if check some more ip wont get blocked

but we need to test different proxy to make them all work so it need little test to test

this is a very very easy tool so if you can do this very easy please submit
and we will have a lot of work for you if you can do this job well!
this is just a start!

thanks!",/jobs/Need-python-span-class-highlight-email-span-checker_~013389ed4f27d489a7/?referrer_url_path=/nx/search/jobs,$50.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;P;y;h;o;N;d;e;.;j;s;A;I;u;m;E;x;L;G;+;2",
Linkedin Company + job desc + hiring manager scraping,4 weeks ago,"Hi,

I own a recruitment agency specializing in marketing, sales, and product team jobs.
I am looking for a data specialist to find contact information for me. 
I will provide a gg sheet file with a list of companies with a few HR/Recruitment contacts.
I will need you to provide me with an email and a phone number for each of these.",/jobs/Linkedin-Company-job-desc-hiring-manager-span-class-highlight-scraping-span_~01aeb57eb373079a55/?referrer_url_path=/nx/search/jobs,,Hourly,"D;a;t; ;S;c;r;p;i;n;g;,;C;l;e;L;d;G;o",Hourly
MCA data pull,4 weeks ago,"I need to extract data from India's MCA website about the company name, director name, email id and the phone number as well, 
After extraction the data should be imported to an excel sheet.

Please message only if you have done similar work before.",/jobs/MCA-data-pull_~0192fbce81ac5c92fe/?referrer_url_path=/nx/search/jobs,,Hourly: $5.00 - $16.00,"W;e;b; ;S;c;r;a;p;i;n;g;,;D;t;o;f;w;M;E;x;A;P;I",$5.00 - $16.00
List making - Market research- Emails and company details,4 weeks ago,"We are seeking a diligent and detail-oriented Market Research Specialist to identify potential customers within North America for our range of Irish gifts and crafts. The ideal candidate will possess strong research skills. 

Conduct in-depth research to identify and compile a comprehensive list of Irish gift shops, Irish craft shops, and Irish Stores in North America.

Gather contact information including email addresses, telephone numbers, business names, and addresses for each potential customer.

Verify the activity and authenticity of each business by checking their recent activity on social media platforms such as Facebook and Instagram.

Document all findings and maintain organized records for future reference.",/jobs/List-making-Market-research-span-class-highlight-Emails-span-and-company-details_~0180dabc1820ef1545/?referrer_url_path=/nx/search/jobs,$100.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;R;l;&;C;s;u;m;y;h;B",
Looking for Seasoned Data Collection Agencies,4 weeks ago,"Data Collection Scope of Work

Overview: The role of the Data Collector involves gathering, refining, and organizing data from various public portals and websites using a combination of manual and digital techniques. The carefully curated data is then organized into batches for use by different teams, including business researchers, campaign executives, and sales teams.

Responsibilities:

•	Develop and implement databases, data collection systems, and data analytics strategies to improve statistical efficiency and data quality.
•	Source data from primary and secondary sources and maintain databases/data systems.
•	Refine and organize existing data batches.
•	Extract data from provided sources.
•	Identify and collect accurate contact details of senior-ranking officers from targeted organizations, including Name, Designation, Official Mobile & Office Phone Number, and Official Email.

Service Provider Agreement (SPA) Obligations:

•	Provide agents proficient in data sourcing, cleaning, and sorting.
•	Ensure comprehensive and accurate information for manual collection, maintaining cleanliness and sorting of contact details.
•	Conduct internal sampling tests to validate data accuracy and completeness.
•	Begin with a list of 50 contacts, progressing to 300 contacts for subsequent assignments upon successful completion.
•	If tasked with data scraping, handle a minimum of 5000 records, ensuring all data is cleaned and sorted.
•	Implement measures to protect the Client's intellectual property.
•	Establish backup procedures to ensure timely milestone completion.

Please Note:
1.	The set rate is applicable for each milestone, typically lasting between 1 to 2 weeks on average.
2.	The overall project is expected to conclude in less than one month.
3.	This opportunity is specifically for agencies with the specified expertise; individual applications will not be considered.
4.	We warmly welcome agencies from Asia to apply and seize this opportunity.",/jobs/Looking-for-Seasoned-Data-Collection-Agencies_~01866a6a7ef96e9594/?referrer_url_path=/nx/search/jobs,$200.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;E;T;L;y;M;C;o;l;e;s;f;x;B;h;d;G;+;2",
Lead Generation and Data Entry,4 weeks ago,"I need someone to take a list of companies and find the appropriate titles within the businesses and their contact information.
Requirements:
Must have experience of Lead Generation List Building
Attention to Detailed, Quick Learner, and Honest
Fluent in English

to be considered for this particular role please include the word MAGIC in Your application.",/jobs/Lead-Generation-and-Data-Entry_~01b127d331e9f6bc01/?referrer_url_path=/nx/search/jobs,$10.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;E;m;l;L;s;e;d;G;o;M;y;A;C;h;b;B;2;R;k;I;P;+;1;0",
Lead Generation / Data Miners of Ecommerce Businesses,4 weeks ago,"Data miners needed to search online and find Ecom businesses in the USA and extract their information from names, personal email addresses, and personal LinkedIn URL. Company LinkedIn URL, website URL.

Once the info is gathered, we need it to be sorted in a google sheet, which then we use for our outreach.

To start we need 1000 business leads gathered, then for a successful candidate, we will be needing at least 4000 leads per month.

You will be paid $100 a month for 1000 leads per month. So for the full 4000 per month we will give you $400 every month.

Ongoing long-term work. 3 months of work guaranteed. If you do a good job we will extend it to 12 months.

If you’re good, I will pay you more and give you even more work if you can handle it :)

You’ll  be spending time gathering the leads and information however you see fit, and you use your own tools to gather the information and put them in a google sheet.

Open the sheet, make a copy then fill it out with your trial work and send it back to me. DO NOT request to edit.

We will give bonuses for consistently good jobs.

We will be requiring 5 leads as a free trial so we can see the quality of your work, but successful applicants can be confident they will have long-term consistent paid work.

Qualification criteria for the leads are

Ecommerce companies in the USA
10 - 50 employees on LinkedIn
Job title: Founder, CEO, Managing director, co-founder, owner, co-owner, VP of eCommerce, Chief Marketing Officer ( CMO)
Email bounce rate must be under 1%

I have a team member in place who will be checking each individual lead 1 by 1 so don't apply for this job and think that you can get away with giving bad leads.",/jobs/Lead-Generation-Data-Miners-Ecommerce-Businesses_~0181c49e1b45431ad0/?referrer_url_path=/nx/search/jobs,$10.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;E;m;l;L;s;e;d;G;o;M;y;A;C;h;b;B;2;R;k;I;P;+;1;0",
Experienced Lead Generation Specialist Needed for Web Scraping Project,4 weeks ago,"Description:
We are seeking a skilled lead generation specialist with experience in web scraping to help us gather targeted leads for our [industry/niche] business. The ideal candidate will have a proven track record of successfully scraping data from various online sources and delivering high-quality leads.

Responsibilities:

Utilize web scraping tools and techniques to extract leads from specified websites, directories, and databases.
Collect relevant information such as contact details, company names, job titles, and other key data points.
Ensure the accuracy and completeness of the gathered leads by verifying and validating the information.
Organize and categorize the leads according to specified criteria and format the data for easy analysis and use.",/jobs/Experienced-Lead-Generation-Specialist-Needed-for-Web-span-class-highlight-Scraping-span-Project_~012d1a9a488bc749e3/?referrer_url_path=/nx/search/jobs,,Hourly: $3.00 - $3.00,"E;m;a;i;l; ;M;r;k;e;t;n;g;,;C;o;u;c;D;S;p;y;R;s;h;L;B;d;2;b;f;x;w;1;-;9;+;6",$3.00 - $3.00
Scrapping date from internet,4 weeks ago,"We are looking for a professional that will be able to scrap data of luxury apartments in NY,NJ,NC,SC,FL,CA,NV with email addresses and person such as property manager or concierge. 

The excel file should contain  colums such as

State
Address
Person 
Email
tel",/jobs/span-class-highlight-Scrapping-span-date-from-internet_~01e8589f7403c23b84/?referrer_url_path=/nx/search/jobs,$50.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;E;y;G;o;l;e;h",
Lead Generation | Cold email / Dm,4 weeks ago,I am looking for a cold email / Cold DM expert with knowledge of automation to help generate clients for a digital marketing agency.,/jobs/Lead-Generation-Cold-span-class-highlight-email-span_~0157ff372bfabb9ff5/?referrer_url_path=/nx/search/jobs,,Hourly: $4.00 - $12.00,"E;m;a;i;l; ;C;o;u;n;c;t;,;D;S;r;p;g;M;k;e;L;d;G;s;B;N",$4.00 - $12.00
Create Spreadsheet or database of contacts from 100+emailed contact forms,4 weeks ago,"I have about 100+ emailed contact forms that contain their name, email address, and how they would like to help. I would like to find someone that can take that information and transfer it to a database or spreadsheet.",/jobs/Create-Spreadsheet-database-contacts-from-100-span-class-highlight-emailed-span-contact-forms_~012954dc9cbf77c6c1/?referrer_url_path=/nx/search/jobs,$50.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;E;y;M;o;s;f;x;e;l;d;h;w;G;b",
Cold Call List building,4 weeks ago,"I am a Mortgage Broker and need help building a list of people I can cold call who have mortgages in Tasmania, Australia to refinance.

The list should idealy have their first name, last name, phone number and email address.

All people must live in Tasmania, Australia.

Please send 10 prospect so I can verify they are legit,

Opportunity for ongoing business if the prospects are accurate.

I have been told Targeting universal comemrical code (UCC) borrowers who borrow before is a good option. Please confirm if you know what this is.",/jobs/Cold-Call-List-building_~014ac54f55c0fd9faf/?referrer_url_path=/nx/search/jobs,$10.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;M;k;e;R;s;h;L;B;u;l;d;E;y;G;o;C;P;m;x;f;w;2;I;+;9",
Create list of Creators from Twitter,4 weeks ago,"Hi,

We are looking for someone to make us an excel sheet of 250 ""UGC creators"" from Twitter with name and Email address, Based in the USA, with less than 1000 twitter followers. We'll provide a guide line on how to go about this if needed.",/jobs/Create-list-Creators-from-Twitter_~013ee81622819a2769/?referrer_url_path=/nx/search/jobs,,Hourly: $3.00 - $5.00,"S;o;c;i;a;l; ;M;e;d;L;G;n;r;t;,;k;R;s;h;D;E;y",$3.00 - $5.00
Build Lead List,4 weeks ago,"I am in need of someone to help me build a list of leads for a cold email outreach strategy. I need a list of residential home builders in my state in Australia. I would like it be very specifically builders.

I would like business name, contact name, email and social accounts.

I would like this done correctly, and professionally.

To start the list could be targetted in certain cities and then expand to others as the list gets bigger.

Would like to start with 100 - 150 contacts as is feasible.",/jobs/Build-Lead-List_~011468680e231327fd/?referrer_url_path=/nx/search/jobs,,Hourly: $10.00 - $20.00,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;y;P;s;B;u;l;M;k;R;h",$10.00 - $20.00
Virtual Assistant - Lead List Gathering & Email Outreach,4 weeks ago,"I am looking for an organized Virtual Assistant for an initial project which may lead to other work in the very near future. The candidate must be:
- Organized
- Motivated
- Fluent in English with excellent communication skills
- Possess excellent problem-solving skills

PROJECT SCOPE:
1. Gather relevant leads (including name, company, email address(es) & phone numbers) from an existing, paid subscription lead database
2. Enter all email addresses into a simple, clean Excel or Google Sheet lead list
3. Add to the lead list by finding similar types of target leads via independent research
4. Send individual emails on my behalf to each of the leads through my company email address in Gmail

Looking to execute as quickly as possible so the shorter the delivery timeline, the better. Further details, specifics & context can be discussed on a kickoff call. Feel free to reach out with interest and/or any questions!",/jobs/Virtual-Assistant-Lead-List-Gathering-amp-span-class-highlight-Email-span-Outreach_~0197966be752096d6c/?referrer_url_path=/nx/search/jobs,,Hourly: $10.00 - $15.00,"E;m;a;i;l; ;C;o;u;n;c;t;,;D;S;r;p;g;M;s;f;x;e;V;A;F;y;L;B;d;G;+;3",$10.00 - $15.00
"Building a list of 1 million email addresses. If you have lists of 50k+, contact me.",4 weeks ago,"1 million email addresses
The bigger the lists, the better
I will buy lists containing over 50,000 emails

I am also seeking a click farm partner as a second project",/jobs/Building-list-million-span-class-highlight-email-span-addresses-you-have-lists-50k-contact_~01befd49a1149b6d60/?referrer_url_path=/nx/search/jobs,,Hourly,"L;e;a;d; ;G;n;r;t;i;o;,;s;B;u;l;g;P;p;c;D;M",Hourly
We Need: List of 500 Leads for Commercial Cleaning Companies,4 weeks ago,"List of 500 Leads for Commercial Cleaning Companies (not residential cleaning). Focused in Georgia, Florida, North Carolina, and South Carolina.

•	Company Name
•	Website
•	Owner’s Name
•	Owner’s Email
•	Company Address
•	Revenue (if possible, not required)
•	Owner’s LinkedIn (if possible, not required)

FACTS",/jobs/Need-List-500-Leads-for-Commercial-Cleaning-Companies_~01a1ca80bd2d126139/?referrer_url_path=/nx/search/jobs,$75.00,Fixed price,"D;a;t; ;S;c;r;p;i;n;g;,;L;e;d;G;o;A;u;y;V;f;P;s;B;l",
Need a LinkedIn Job Scraper,4 weeks ago,"Hi,

Looking for someone that can build me a scraper for LinkedIn that scrapes jobs with specific terms.

Need to fetch a Google Sheet with

- Job title
- Company name
- Company LinkedIn URL",/jobs/Need-LinkedIn-Job-span-class-highlight-Scraper-span_~01eff517f2fddf1476/?referrer_url_path=/nx/search/jobs,,Hourly: $5.00 - $10.00,"D;a;t; ;S;c;r;p;i;n;g;,;L;s;B;u;l;d;e;G;o",$5.00 - $10.00
